users_id,country,gender,cust_group,join_date,group_device,date,activity_device,spent
1001384,MEX,F,B,03/02/2023,A,,,
1001385,TUR,M,A,25/01/2023,A,,,
1001386,BRA,F,A,02/02/2023,A,,,
1001387,MEX,F,A,04/02/2023,I,,,
1001388,BRA,,A,29/01/2023,,,,
1001389,MEX,,A,26/01/2023,A,,,
1001390,FRA,F,B,28/01/2023,A,,,
1001391,USA,M,A,26/01/2023,I,,,
1001392,BRA,,A,01/02/2023,A,,,
1001393,USA,M,B,29/01/2023,A,,,
1001394,BRA,F,A,25/01/2023,A,,,
1001395,BRA,M,A,25/01/2023,A,,,
1001396,TUR,F,A,27/01/2023,A,,,
1001397,USA,,A,31/01/2023,A,,,
1001398,USA,M,A,25/01/2023,A,,,
1001399,BRA,F,A,04/02/2023,I,,,
1001400,USA,F,B,29/01/2023,I,,,
1001401,DEU,F,A,01/02/2023,I,,,
1001402,USA,O,B,30/01/2023,A,,,
1001403,USA,F,B,28/01/2023,A,,,
1001404,USA,M,B,04/02/2023,A,,,
1001405,TUR,F,B,05/02/2023,A,,,
1001406,DEU,,B,30/01/2023,A,,,
1001407,TUR,F,A,05/02/2023,A,,,
1001408,USA,F,A,28/01/2023,A,,,
1001409,BRA,F,B,26/01/2023,A,,,
1001411,MEX,M,B,05/02/2023,A,,,
1001412,USA,,A,28/01/2023,,,,
1001413,DEU,M,A,27/01/2023,A,,,
1001414,BRA,F,A,25/01/2023,I,,,
1001415,MEX,M,A,28/01/2023,A,,,
1001416,,M,B,25/01/2023,A,,,
1001417,MEX,F,A,26/01/2023,A,,,
1001418,USA,O,A,25/01/2023,A,,,
1001419,USA,F,B,06/02/2023,A,,,
1001420,USA,M,A,26/01/2023,A,,,
1001421,TUR,F,B,25/01/2023,I,,,
1001422,FRA,F,B,26/01/2023,A,,,
1001423,MEX,,B,25/01/2023,I,,,
1001424,FRA,F,B,26/01/2023,A,29/01/2023,A,69.73
1001425,USA,M,B,25/01/2023,A,25/01/2023,A,309.8
1001426,BRA,F,B,30/01/2023,I,,,
1001427,TUR,,B,25/01/2023,I,,,
1001428,DEU,F,B,25/01/2023,A,,,
1001429,USA,F,A,03/02/2023,I,,,
1001430,USA,M,A,27/01/2023,A,,,
1001431,USA,M,A,25/01/2023,I,,,
1001432,USA,M,A,25/01/2023,A,,,
1001433,USA,F,A,25/01/2023,A,,,
1001434,DEU,O,B,05/02/2023,I,,,
1001435,BRA,O,B,27/01/2023,I,,,
1001436,USA,F,A,28/01/2023,I,,,
1001437,USA,F,A,31/01/2023,I,,,
1001438,FRA,M,B,30/01/2023,A,,,
1001439,CAN,F,A,26/01/2023,I,,,
1001440,MEX,F,B,25/01/2023,A,,,
1001441,USA,M,B,27/01/2023,I,,,
1001442,BRA,F,A,30/01/2023,A,,,
1001443,ESP,M,B,28/01/2023,A,,,
1001444,USA,M,B,28/01/2023,A,,,
1001445,ESP,M,B,25/01/2023,I,,,
1001446,TUR,M,A,05/02/2023,A,,,
1001447,CAN,F,A,25/01/2023,I,,,
1001448,ESP,,A,27/01/2023,A,,,
1001449,USA,M,B,25/01/2023,A,,,
1001450,GBR,M,A,26/01/2023,A,,,
1001451,BRA,F,B,31/01/2023,I,,,
1001452,TUR,F,A,27/01/2023,A,,,
1001453,DEU,F,B,25/01/2023,A,,,
1001454,FRA,,B,26/01/2023,I,,,
1001455,USA,F,B,26/01/2023,I,,,
1001456,FRA,,B,04/02/2023,A,,,
1001457,BRA,,A,25/01/2023,A,,,
1001458,BRA,F,A,31/01/2023,A,,,
1001459,GBR,F,B,25/01/2023,A,,,
1001460,CAN,M,A,28/01/2023,I,,,
1001461,BRA,F,A,29/01/2023,I,29/01/2023,I,50.02
1001462,USA,M,A,26/01/2023,A,,,
1001463,MEX,M,B,27/01/2023,A,,,
1001464,DEU,M,B,26/01/2023,A,,,
1001465,BRA,F,A,25/01/2023,A,,,
1001466,MEX,M,B,27/01/2023,A,,,
1001467,DEU,F,B,04/02/2023,A,,,
1001468,AUS,M,B,26/01/2023,A,,,
1001469,USA,M,B,03/02/2023,A,,,
1001470,FRA,F,A,29/01/2023,I,,,
1001471,FRA,F,B,25/01/2023,I,,,
1001472,TUR,M,A,25/01/2023,A,,,
1001473,USA,F,A,25/01/2023,I,,,
1001474,AUS,F,A,26/01/2023,A,,,
1001475,MEX,M,B,28/01/2023,A,,,
1001477,USA,M,B,25/01/2023,I,25/01/2023,I,106.65
1001478,DEU,M,A,28/01/2023,A,,,
1001479,USA,M,B,30/01/2023,A,,,
1001480,CAN,F,B,26/01/2023,A,,,
1001481,TUR,M,B,01/02/2023,A,,,
1001482,BRA,M,B,31/01/2023,I,,,
1001483,GBR,O,B,04/02/2023,I,,,
1001484,TUR,F,B,01/02/2023,I,,,
1001485,USA,M,B,01/02/2023,A,,,
1001486,MEX,,B,28/01/2023,A,,,
1001487,USA,M,B,02/02/2023,A,,,
1001488,BRA,M,B,29/01/2023,I,,,
1001489,,F,A,25/01/2023,A,,,
1001490,USA,F,B,28/01/2023,A,,,
1001491,FRA,,B,26/01/2023,A,,,
1001492,MEX,F,B,26/01/2023,A,,,
1001493,BRA,F,B,26/01/2023,I,26/01/2023,I,16.78
1001494,TUR,M,B,04/02/2023,A,,,
1001495,MEX,M,B,25/01/2023,A,,,
1001496,MEX,M,B,28/01/2023,I,,,
1001497,MEX,M,B,29/01/2023,A,,,
1001498,USA,F,A,25/01/2023,A,,,
1001499,BRA,F,B,28/01/2023,I,,,
1001500,USA,F,B,31/01/2023,I,05/02/2023,I,31.89630118
1001500,USA,F,B,31/01/2023,I,31/01/2023,I,42.32
1001501,BRA,F,B,03/02/2023,A,06/02/2023,A,126.67
1001502,TUR,F,A,28/01/2023,A,,,
1001503,ESP,F,A,27/01/2023,I,,,
1001504,FRA,,A,26/01/2023,A,,,
1001505,DEU,,A,30/01/2023,A,,,
1001506,GBR,F,B,31/01/2023,A,,,
1001507,FRA,F,B,26/01/2023,A,,,
1001508,GBR,F,B,05/02/2023,I,,,
1001509,USA,,A,31/01/2023,I,,,
1001510,,,A,02/02/2023,A,,,
1001511,MEX,F,B,29/01/2023,A,,,
1001512,TUR,F,A,25/01/2023,I,,,
1001513,CAN,,A,06/02/2023,I,,,
1001514,USA,M,B,27/01/2023,A,,,
1001515,BRA,F,A,27/01/2023,A,,,
1001516,MEX,F,A,26/01/2023,A,,,
1001517,USA,,A,25/01/2023,A,,,
1001518,USA,M,A,25/01/2023,A,,,
1001519,MEX,F,B,25/01/2023,I,,,
1001520,BRA,F,B,25/01/2023,A,,,
1001521,GBR,M,A,29/01/2023,A,,,
1001522,BRA,F,B,04/02/2023,A,,,
1001523,ESP,M,B,29/01/2023,I,,,
1001524,TUR,F,B,26/01/2023,I,,,
1001525,USA,M,A,03/02/2023,A,,,
1001526,USA,F,A,25/01/2023,I,,,
1001527,BRA,,B,06/02/2023,A,,,
1001528,GBR,F,B,29/01/2023,A,,,
1001529,MEX,F,A,30/01/2023,A,,,
1001530,TUR,,B,29/01/2023,A,,,
1001531,USA,,B,26/01/2023,I,31/01/2023,I,45.89
1001532,USA,M,A,30/01/2023,,,,
1001533,MEX,M,A,26/01/2023,A,,,
1001534,USA,,A,29/01/2023,I,,,
1001535,USA,F,B,27/01/2023,I,,,
1001536,TUR,M,B,25/01/2023,A,,,
1001537,GBR,F,B,25/01/2023,A,,,
1001538,GBR,F,B,31/01/2023,A,,,
1001539,USA,F,B,28/01/2023,A,,,
1001540,USA,,A,31/01/2023,I,,,
1001541,USA,M,B,28/01/2023,A,28/01/2023,A,79.98
1001542,AUS,M,B,25/01/2023,I,,,
1001543,BRA,M,A,28/01/2023,A,,,
1001544,BRA,,B,27/01/2023,I,,,
1001545,DEU,,B,25/01/2023,A,,,
1001546,FRA,M,B,06/02/2023,A,,,
1001547,USA,F,A,27/01/2023,I,,,
1001548,CAN,F,A,31/01/2023,I,,,
1001549,TUR,M,A,29/01/2023,I,,,
1001550,USA,F,B,26/01/2023,A,,,
1001551,BRA,M,B,25/01/2023,A,,,
1001552,USA,O,B,25/01/2023,A,,,
1001553,TUR,F,B,27/01/2023,I,,,
1001554,MEX,F,A,25/01/2023,A,,,
1001555,USA,F,B,29/01/2023,I,,,
1001556,BRA,,B,02/02/2023,A,,,
1001557,USA,F,B,26/01/2023,I,,,
1001558,CAN,F,A,25/01/2023,A,,,
1001559,DEU,F,B,25/01/2023,A,,,
1001560,MEX,F,B,31/01/2023,I,,,
1001561,USA,,A,01/02/2023,I,,,
1001562,AUS,M,A,28/01/2023,A,,,
1001563,TUR,M,A,25/01/2023,I,,,
1001564,ESP,F,A,27/01/2023,A,,,
1001565,MEX,M,B,27/01/2023,I,,,
1001566,FRA,M,B,25/01/2023,A,,,
1001567,DEU,,B,27/01/2023,I,,,
1001568,MEX,,A,25/01/2023,A,,,
1001569,GBR,,A,25/01/2023,A,,,
1001570,BRA,M,B,29/01/2023,A,,,
1001571,USA,M,B,28/01/2023,A,,,
1001572,USA,M,A,28/01/2023,A,,,
1001573,DEU,F,B,03/02/2023,A,,,
1001574,BRA,M,A,25/01/2023,I,,,
1001575,USA,M,A,28/01/2023,A,,,
1001576,USA,O,B,28/01/2023,I,,,
1001577,MEX,,A,25/01/2023,I,,,
1001578,AUS,F,B,25/01/2023,A,,,
1001579,BRA,,A,26/01/2023,A,,,
1001580,DEU,M,B,29/01/2023,A,,,
1001581,DEU,M,B,26/01/2023,A,,,
1001582,BRA,M,B,30/01/2023,I,,,
1001583,GBR,F,A,25/01/2023,I,,,
1001584,MEX,F,B,26/01/2023,A,,,
1001585,BRA,F,B,27/01/2023,A,,,
1001586,DEU,F,A,04/02/2023,A,,,
1001587,TUR,M,B,29/01/2023,A,,,
1001588,BRA,F,B,27/01/2023,A,,,
1001589,USA,F,B,04/02/2023,A,,,
1001590,USA,M,A,25/01/2023,A,,,
1001591,USA,F,A,26/01/2023,A,26/01/2023,A,76.73
1001592,USA,M,B,27/01/2023,I,,,
1001593,BRA,F,B,26/01/2023,A,,,
1001594,USA,M,A,27/01/2023,A,,,
1001595,BRA,M,B,25/01/2023,I,,,
1001596,BRA,M,A,30/01/2023,I,,,
1001597,AUS,O,A,26/01/2023,I,,,
1001598,BRA,F,B,31/01/2023,A,,,
1001599,TUR,M,B,25/01/2023,I,,,
1001600,BRA,,A,25/01/2023,A,,,
1001601,MEX,F,B,28/01/2023,I,,,
1001602,USA,M,B,29/01/2023,A,,,
1001603,USA,M,B,28/01/2023,A,,,
1001604,TUR,,A,01/02/2023,A,,,
1001605,BRA,,A,25/01/2023,A,,,
1001606,GBR,M,B,25/01/2023,I,27/01/2023,I,18.63
1001607,DEU,F,A,26/01/2023,A,,,
1001608,MEX,F,A,27/01/2023,I,,,
1001609,DEU,M,B,26/01/2023,A,,,
1001610,USA,M,A,30/01/2023,A,,,
1001611,DEU,,A,05/02/2023,A,,,
1001612,MEX,O,B,03/02/2023,I,,,
1001613,USA,M,A,03/02/2023,I,,,
1001614,TUR,,A,26/01/2023,I,,,
1001615,USA,F,B,27/01/2023,I,,,
1001616,BRA,F,B,26/01/2023,A,,,
1001617,USA,M,B,30/01/2023,A,,,
1001618,USA,O,B,26/01/2023,A,,,
1001619,MEX,,B,25/01/2023,A,,,
1001620,TUR,M,A,01/02/2023,A,,,
1001621,CAN,F,B,27/01/2023,I,,,
1001622,BRA,,A,03/02/2023,A,03/02/2023,A,66.1
1001623,USA,F,A,28/01/2023,I,,,
1001624,GBR,M,B,28/01/2023,A,,,
1001625,BRA,M,B,25/01/2023,A,,,
1001626,GBR,F,B,27/01/2023,I,,,
1001627,BRA,M,B,28/01/2023,I,,,
1001628,MEX,F,A,27/01/2023,I,,,
1001629,BRA,O,B,27/01/2023,I,,,
1001630,DEU,M,B,27/01/2023,A,,,
1001631,BRA,M,A,25/01/2023,I,,,
1001632,USA,F,B,26/01/2023,A,,,
1001633,USA,M,A,25/01/2023,A,,,
1001634,TUR,F,A,25/01/2023,A,,,
1001635,GBR,M,A,27/01/2023,A,,,
1001636,USA,M,A,28/01/2023,A,,,
1001637,USA,M,A,25/01/2023,I,,,
1001638,USA,M,B,26/01/2023,I,,,
1001639,BRA,,B,25/01/2023,A,,,
1001640,BRA,F,B,05/02/2023,I,,,
1001641,CAN,M,A,29/01/2023,A,,,
1001642,USA,M,A,26/01/2023,A,,,
1001643,USA,M,A,26/01/2023,A,,,
1001644,TUR,F,A,30/01/2023,I,,,
1001645,AUS,F,A,25/01/2023,A,,,
1001646,TUR,M,A,28/01/2023,A,,,
1001647,AUS,F,A,26/01/2023,A,,,
1001648,DEU,M,A,02/02/2023,I,,,
1001649,MEX,,A,25/01/2023,A,,,
1001650,DEU,F,B,02/02/2023,A,,,
1001651,USA,M,A,25/01/2023,I,,,
1001652,USA,F,A,01/02/2023,A,,,
1001653,ESP,F,A,05/02/2023,A,,,
1001654,USA,F,A,30/01/2023,I,,,
1001655,USA,,B,25/01/2023,A,,,
1001656,FRA,F,B,26/01/2023,A,26/01/2023,A,42.08
1001657,CAN,,B,27/01/2023,I,,,
1001658,USA,O,A,01/02/2023,A,,,
1001659,TUR,M,B,27/01/2023,I,,,
1001660,BRA,,A,05/02/2023,A,,,
1001661,BRA,F,A,26/01/2023,A,,,
1001662,TUR,,A,27/01/2023,I,,,
1001663,DEU,M,A,25/01/2023,A,,,
1001664,BRA,,B,26/01/2023,A,,,
1001665,USA,F,B,28/01/2023,I,,,
1001666,USA,M,A,28/01/2023,A,,,
1001667,USA,F,A,27/01/2023,A,,,
1001668,DEU,,A,02/02/2023,A,,,
1001669,USA,F,A,25/01/2023,A,,,
1001670,MEX,M,B,25/01/2023,A,,,
1001671,USA,M,A,25/01/2023,A,,,
1001672,DEU,F,A,06/02/2023,A,,,
1001673,USA,F,B,26/01/2023,A,,,
1001674,DEU,F,B,25/01/2023,A,,,
1001675,DEU,F,A,25/01/2023,I,,,
1001676,USA,M,B,27/01/2023,I,,,
1001677,BRA,M,B,25/01/2023,A,,,
1001678,DEU,M,B,25/01/2023,A,,,
1001679,GBR,M,B,25/01/2023,A,,,
1001680,BRA,F,B,03/02/2023,A,,,
1001681,USA,F,A,25/01/2023,A,,,
1001682,BRA,M,B,28/01/2023,I,28/01/2023,I,23.51
1001683,GBR,M,A,26/01/2023,I,,,
1001684,MEX,F,B,27/01/2023,I,,,
1001685,FRA,M,B,26/01/2023,A,29/01/2023,A,83.37
1001686,BRA,,B,25/01/2023,A,,,
1001687,FRA,F,B,26/01/2023,A,,,
1001688,MEX,,B,02/02/2023,A,,,
1001689,FRA,F,B,25/01/2023,A,,,
1001690,FRA,F,B,25/01/2023,A,,,
1001691,USA,M,A,04/02/2023,A,,,
1001692,FRA,M,B,30/01/2023,A,,,
1001693,GBR,M,B,25/01/2023,A,,,
1001694,ESP,F,B,27/01/2023,I,,,
1001695,GBR,F,A,30/01/2023,A,,,
1001696,USA,M,B,30/01/2023,A,,,
1001697,CAN,F,A,25/01/2023,I,,,
1001698,USA,F,B,05/02/2023,I,,,
1001699,DEU,M,A,30/01/2023,I,,,
1001700,USA,F,B,30/01/2023,I,,,
1001701,USA,M,B,28/01/2023,A,,,
1001702,USA,M,A,27/01/2023,A,,,
1001703,,M,B,25/01/2023,I,,,
1001704,AUS,M,B,25/01/2023,A,,,
1001705,USA,M,A,25/01/2023,I,,,
1001706,MEX,M,A,26/01/2023,A,,,
1001707,GBR,M,A,02/02/2023,I,,,
1001708,USA,F,B,26/01/2023,I,,,
1001709,USA,M,B,25/01/2023,I,,,
1001710,MEX,F,B,05/02/2023,A,,,
1001711,USA,M,B,26/01/2023,A,,,
1001712,USA,,A,29/01/2023,I,,,
1001713,FRA,M,A,26/01/2023,A,,,
1001714,MEX,M,B,05/02/2023,I,,,
1001715,BRA,M,A,25/01/2023,I,,,
1001716,USA,M,B,03/02/2023,A,,,
1001717,USA,F,B,25/01/2023,A,,,
1001718,BRA,M,B,25/01/2023,A,,,
1001719,MEX,F,A,04/02/2023,A,,,
1001720,FRA,,A,25/01/2023,I,,,
1001721,ESP,F,B,25/01/2023,A,,,
1001722,FRA,M,A,26/01/2023,A,,,
1001723,BRA,,B,28/01/2023,A,28/01/2023,A,58.34
1001724,DEU,M,A,04/02/2023,A,,,
1001725,USA,M,A,25/01/2023,I,30/01/2023,I,38.55
1001726,USA,,B,25/01/2023,A,,,
1001727,MEX,M,B,05/02/2023,A,,,
1001728,MEX,M,B,26/01/2023,I,26/01/2023,I,107.63
1001729,BRA,M,B,25/01/2023,I,,,
1001730,ESP,F,B,25/01/2023,A,,,
1001731,USA,M,B,05/02/2023,A,,,
1001732,BRA,F,B,31/01/2023,A,,,
1001733,USA,M,B,27/01/2023,I,,,
1001734,BRA,F,A,27/01/2023,A,,,
1001735,TUR,M,A,26/01/2023,A,,,
1001736,BRA,F,B,28/01/2023,A,,,
1001737,ESP,M,A,25/01/2023,A,,,
1001738,GBR,F,A,04/02/2023,A,,,
1001739,USA,M,A,27/01/2023,A,,,
1001740,USA,F,A,27/01/2023,I,,,
1001741,DEU,F,B,26/01/2023,A,,,
1001742,MEX,M,B,04/02/2023,A,,,
1001743,GBR,F,A,26/01/2023,I,,,
1001744,AUS,,B,26/01/2023,A,,,
1001745,USA,,B,02/02/2023,I,,,
1001746,DEU,M,A,26/01/2023,A,,,
1001747,GBR,F,B,25/01/2023,I,,,
1001748,USA,M,A,25/01/2023,A,,,
1001749,BRA,F,A,28/01/2023,A,,,
1001750,USA,M,A,27/01/2023,A,,,
1001751,BRA,F,A,06/02/2023,A,,,
1001752,USA,F,A,25/01/2023,A,,,
1001753,DEU,F,A,06/02/2023,I,,,
1001754,BRA,M,B,29/01/2023,A,,,
1001755,BRA,F,A,25/01/2023,A,,,
1001756,AUS,M,B,01/02/2023,A,,,
1001757,FRA,F,B,26/01/2023,A,,,
1001758,USA,M,B,04/02/2023,A,,,
1001759,BRA,M,A,04/02/2023,I,,,
1001760,USA,M,B,26/01/2023,A,,,
1001761,,,A,30/01/2023,I,,,
1001762,USA,F,B,29/01/2023,A,,,
1001763,BRA,F,B,26/01/2023,A,,,
1001764,USA,M,B,30/01/2023,A,,,
1001765,FRA,,A,29/01/2023,,,,
1001766,USA,M,A,01/02/2023,I,,,
1001767,MEX,F,B,05/02/2023,A,06/02/2023,A,52.48717811
1001768,USA,M,A,28/01/2023,I,,,
1001769,USA,M,B,02/02/2023,I,,,
1001770,USA,F,B,27/01/2023,A,,,
1001771,USA,F,B,25/01/2023,A,,,
1001772,USA,M,B,25/01/2023,I,,,
1001773,FRA,,B,26/01/2023,A,,,
1001774,TUR,F,B,28/01/2023,A,,,
1001775,MEX,M,A,28/01/2023,A,,,
1001776,TUR,F,A,25/01/2023,I,,,
1001777,GBR,M,B,30/01/2023,I,,,
1001778,BRA,M,A,06/02/2023,I,,,
1001779,BRA,F,A,31/01/2023,A,,,
1001780,DEU,M,A,29/01/2023,A,,,
1001781,USA,M,A,06/02/2023,A,,,
1001782,CAN,M,A,04/02/2023,A,,,
1001783,CAN,F,B,25/01/2023,A,,,
1001784,USA,M,B,26/01/2023,I,,,
1001785,TUR,F,A,27/01/2023,I,,,
1001786,GBR,F,B,26/01/2023,A,,,
1001787,BRA,M,A,29/01/2023,I,,,
1001788,FRA,M,A,06/02/2023,I,,,
1001789,TUR,M,A,30/01/2023,A,,,
1001790,BRA,M,B,31/01/2023,I,,,
1001791,BRA,M,B,05/02/2023,A,,,
1001792,TUR,F,B,28/01/2023,A,,,
1001793,USA,M,B,28/01/2023,A,,,
1001794,MEX,M,B,27/01/2023,A,,,
1001795,FRA,F,B,26/01/2023,A,,,
1001796,FRA,M,A,28/01/2023,A,,,
1001797,USA,,A,31/01/2023,A,,,
1001798,TUR,M,B,26/01/2023,A,,,
1001799,USA,M,A,01/02/2023,A,,,
1001800,DEU,M,A,26/01/2023,A,,,
1001802,USA,O,A,25/01/2023,I,,,
1001803,USA,F,A,25/01/2023,A,,,
1001804,MEX,F,A,25/01/2023,A,,,
1001805,MEX,O,A,25/01/2023,A,,,
1001806,USA,F,A,26/01/2023,I,,,
1001807,MEX,,B,28/01/2023,A,,,
1001808,USA,M,B,25/01/2023,A,,,
1001809,MEX,F,B,28/01/2023,A,,,
1001810,USA,,B,26/01/2023,I,,,
1001811,FRA,O,A,25/01/2023,A,25/01/2023,A,126.86
1001812,GBR,F,B,25/01/2023,I,,,
1001813,DEU,M,A,26/01/2023,A,,,
1001815,USA,M,B,26/01/2023,I,,,
1001816,USA,F,A,30/01/2023,A,,,
1001817,BRA,O,A,26/01/2023,I,,,
1001818,USA,F,A,25/01/2023,A,,,
1001819,BRA,,B,25/01/2023,I,,,
1001820,CAN,F,A,27/01/2023,A,,,
1001821,TUR,F,A,25/01/2023,A,,,
1001822,BRA,F,A,27/01/2023,A,,,
1001823,USA,F,B,27/01/2023,A,,,
1001824,BRA,M,B,25/01/2023,A,,,
1001825,MEX,M,B,31/01/2023,I,,,
1001826,MEX,M,A,30/01/2023,A,,,
1001827,USA,F,B,31/01/2023,I,31/01/2023,I,122.48
1001828,AUS,M,A,30/01/2023,I,,,
1001829,MEX,F,A,02/02/2023,I,,,
1001830,TUR,F,A,25/01/2023,I,,,
1001831,USA,M,B,04/02/2023,I,,,
1001832,USA,M,A,29/01/2023,A,,,
1001833,BRA,F,B,29/01/2023,A,29/01/2023,A,111.02
1001834,MEX,M,A,29/01/2023,A,,,
1001836,BRA,M,B,26/01/2023,I,,,
1001837,DEU,F,B,31/01/2023,A,,,
1001838,USA,M,A,27/01/2023,I,,,
1001839,USA,F,A,25/01/2023,A,,,
1001840,MEX,M,B,25/01/2023,I,,,
1001841,BRA,F,A,29/01/2023,A,,,
1001842,BRA,F,A,01/02/2023,A,01/02/2023,A,45.97
1001843,USA,F,A,26/01/2023,I,,,
1001844,USA,M,B,04/02/2023,I,,,
1001845,USA,F,A,25/01/2023,I,,,
1001846,BRA,F,A,25/01/2023,A,,,
1001847,FRA,O,A,27/01/2023,A,,,
1001848,MEX,F,A,27/01/2023,I,,,
1001849,TUR,F,B,27/01/2023,A,,,
1001850,USA,F,B,29/01/2023,I,,,
1001851,GBR,M,A,25/01/2023,A,,,
1001852,MEX,M,A,30/01/2023,I,,,
1001853,TUR,M,A,29/01/2023,I,,,
1001854,DEU,,A,30/01/2023,I,,,
1001855,USA,,A,25/01/2023,A,28/01/2023,A,53.99368739
1001855,USA,,A,25/01/2023,A,25/01/2023,A,96.6
1001857,BRA,F,B,26/01/2023,A,,,
1001858,USA,M,A,26/01/2023,A,,,
1001859,USA,F,B,01/02/2023,A,,,
1001860,DEU,F,A,01/02/2023,A,,,
1001861,BRA,,B,03/02/2023,I,,,
1001862,USA,F,A,01/02/2023,A,,,
1001863,BRA,M,A,30/01/2023,I,,,
1001864,BRA,F,A,01/02/2023,A,,,
1001865,DEU,M,B,31/01/2023,I,,,
1001866,USA,O,B,27/01/2023,A,,,
1001867,TUR,F,B,30/01/2023,A,,,
1001868,DEU,M,B,26/01/2023,I,,,
1001869,BRA,F,A,02/02/2023,A,,,
1001870,FRA,M,B,25/01/2023,A,,,
1001871,USA,F,A,28/01/2023,I,,,
1001872,MEX,M,B,26/01/2023,I,,,
1001873,USA,M,B,25/01/2023,A,,,
1001874,MEX,F,B,04/02/2023,A,,,
1001875,USA,M,A,26/01/2023,A,,,
1001876,ESP,,B,03/02/2023,A,,,
1001877,MEX,F,B,06/02/2023,A,,,
1001878,DEU,F,A,01/02/2023,A,,,
1001879,USA,F,A,04/02/2023,A,,,
1001880,USA,M,A,29/01/2023,A,,,
1001881,,M,A,26/01/2023,A,,,
1001882,TUR,M,A,25/01/2023,A,,,
1001883,MEX,F,B,29/01/2023,A,,,
1001884,USA,F,B,05/02/2023,I,,,
1001885,BRA,M,B,30/01/2023,A,,,
1001886,USA,M,B,25/01/2023,I,,,
1001887,BRA,M,A,04/02/2023,A,,,
1001888,USA,F,A,29/01/2023,I,,,
1001889,USA,M,A,26/01/2023,I,,,
1001890,ESP,F,A,30/01/2023,A,,,
1001891,USA,F,B,26/01/2023,I,,,
1001892,BRA,M,A,06/02/2023,A,,,
1001893,TUR,M,A,29/01/2023,I,,,
1001894,TUR,F,A,06/02/2023,I,,,
1001895,DEU,,A,31/01/2023,I,,,
1001896,USA,F,B,26/01/2023,I,,,
1001897,TUR,F,B,25/01/2023,A,,,
1001898,USA,M,B,26/01/2023,A,,,
1001899,USA,F,A,25/01/2023,A,,,
1001900,USA,,A,28/01/2023,I,,,
1001901,USA,F,B,05/02/2023,A,,,
1001902,USA,,A,25/01/2023,A,,,
1001903,DEU,M,B,04/02/2023,I,,,
1001904,FRA,F,B,25/01/2023,A,,,
1001905,BRA,M,A,03/02/2023,A,,,
1001906,BRA,,A,26/01/2023,I,,,
1001907,BRA,M,A,28/01/2023,I,,,
1001908,BRA,M,B,26/01/2023,A,,,
1001909,USA,F,A,01/02/2023,I,,,
1001910,BRA,M,A,28/01/2023,A,,,
1001911,BRA,M,A,27/01/2023,A,,,
1001912,MEX,M,A,27/01/2023,I,,,
1001913,GBR,F,A,25/01/2023,I,,,
1001915,ESP,,B,26/01/2023,I,,,
1001916,USA,F,B,27/01/2023,A,,,
1001917,USA,F,B,27/01/2023,A,,,
1001918,GBR,M,B,30/01/2023,A,,,
1001919,BRA,F,A,26/01/2023,I,,,
1001920,MEX,F,B,25/01/2023,A,,,
1001921,BRA,,B,03/02/2023,I,,,
1001922,BRA,F,B,05/02/2023,A,,,
1001923,GBR,F,A,27/01/2023,I,,,
1001924,TUR,F,B,28/01/2023,I,,,
1001925,GBR,M,B,04/02/2023,I,,,
1001926,BRA,M,B,06/02/2023,A,,,
1001927,USA,M,A,28/01/2023,A,,,
1001928,MEX,,A,01/02/2023,A,,,
1001929,BRA,F,B,26/01/2023,A,,,
1001930,DEU,F,B,26/01/2023,A,,,
1001931,FRA,F,A,01/02/2023,A,,,
1001932,BRA,F,B,27/01/2023,I,,,
1001933,,,A,02/02/2023,I,02/02/2023,I,36.2
1001934,USA,M,A,26/01/2023,A,26/01/2023,A,105.29
1001935,ESP,,B,27/01/2023,A,,,
1001936,MEX,M,A,25/01/2023,I,,,
1001937,USA,M,B,26/01/2023,A,,,
1001938,TUR,,A,26/01/2023,A,,,
1001939,MEX,M,B,25/01/2023,I,,,
1001940,ESP,M,B,29/01/2023,A,,,
1001941,BRA,M,B,26/01/2023,I,,,
1001942,ESP,M,B,26/01/2023,I,,,
1001943,USA,F,A,27/01/2023,A,,,
1001944,USA,M,B,27/01/2023,A,,,
1001945,,,B,29/01/2023,A,,,
1001946,USA,M,A,26/01/2023,I,26/01/2023,I,115.92
1001947,USA,F,A,04/02/2023,A,,,
1001948,MEX,M,B,28/01/2023,I,,,
1001949,BRA,F,B,25/01/2023,A,25/01/2023,A,74.71
1001950,USA,F,B,26/01/2023,A,,,
1001951,TUR,F,A,26/01/2023,A,,,
1001952,AUS,,A,25/01/2023,A,,,
1001953,BRA,M,A,28/01/2023,I,,,
1001954,USA,F,A,27/01/2023,I,,,
1001955,MEX,M,B,27/01/2023,I,,,
1001956,DEU,F,A,25/01/2023,A,,,
1001957,BRA,F,B,02/02/2023,A,,,
1001958,USA,M,A,27/01/2023,A,,,
1001959,BRA,F,B,28/01/2023,A,,,
1001960,USA,F,A,28/01/2023,A,,,
1001961,BRA,M,A,26/01/2023,I,,,
1001962,MEX,F,B,27/01/2023,A,27/01/2023,A,138.38
1001963,USA,F,B,27/01/2023,A,,,
1001964,GBR,,A,29/01/2023,I,,,
1001965,BRA,F,B,28/01/2023,I,,,
1001966,USA,F,B,25/01/2023,I,,,
1001967,MEX,F,A,06/02/2023,A,,,
1001968,USA,F,B,04/02/2023,I,,,
1001969,ESP,F,B,29/01/2023,A,,,
